delta,Vy_SM,Vx_SM,Yaw,AVz,Yo,Xo,Kappa_L1,Kappa_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,AAz,Ay,Ax,Fx_L1,Fx_L2,Fx_R1,Fx_R2
-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,-0.015106523,59.999617,-0.00026650553,-0.10030756,-2.0415162e-05,0.13333653,-0.00030812103,-0.00026099403,-1092.5701,0.40339224,-1129.3756,0.39929542,-0.40831523,-0.10216381,-0.019130007,-40.130775,-26.250641,-35.166956,-18.270544
-5,-0.06344422,59.991748,-0.0027853738,-0.43615126,-0.00021429118,0.29999199,-0.0002366213,-9.6766337e-05,-1959.0278,3.9927854,-1982.0167,3.9142724,-0.73572206,-0.18130473,-0.023345531,-22.541759,-31.845155,-9.33652,-13.073095
-5,-0.12845324,59.983714,-0.0094609706,-0.91841107,-0.00072323838,0.46662435,0.00036076204,0.00069335006,-2469.3671,12.344073,-2428.5244,11.991376,-0.9294355,-0.22505948,-0.021883431,28.158756,-35.679613,53.251154,-9.5328159
-5,-0.19950302,59.976533,-0.021428974,-1.4864998,-0.0016222644,0.63323483,0.0012031594,0.0017435917,-2782.4335,25.004099,-2644.3387,23.397854,-1.0423653,-0.24872021,-0.018825068,81.958014,-38.722102,112.92201,-7.490501
-5,-0.27058739,59.970601,-0.039351378,-2.1046602,-0.0029472997,0.79982659,0.0021352801,0.0029283281,-2985.8278,40.355192,-2732.9986,36.020284,-1.1093224,-0.26125348,-0.01515661,133.51841,-41.215094,167.67552,-6.3496769
-5,-0.3384677,59.965998,-0.063620325,-2.7531883,-0.0047126331,0.96640339,0.0030028704,0.0041115861,-3128.5267,56.239898,-2755.4169,47.849779,-1.1505373,-0.26789268,-0.011641857,178.20223,-43.293706,215.00568,-5.6959829
-5,-0.40135096,59.962604,-0.094475651,-3.4204323,-0.0069210493,1.1329687,0.0037169275,0.005189198,-3233.0872,70.353449,-2743.3423,57.338264,-1.1756399,-0.27130775,-0.0086536456,213.90887,-44.943927,253.53501,-5.3071626
-5,-0.45817973,59.960225,-0.13206196,-4.0983362,-0.0095693659,1.2995253,0.0042430765,0.0060948022,-3309.2991,80.586203,-2713.8739,63.432793,-1.1890831,-0.27288276,-0.0063301048,240.12335,-46.129953,283.02453,-5.0795574
-5,-0.50841591,59.958632,-0.17645635,-4.7813057,-0.012651495,1.4660752,0.0045862402,0.0068005539,-3361.9433,85.340145,-2676.7937,65.484191,-1.1931145,-0.27339701,-0.0046866472,257.26216,-46.875797,303.93332,-4.9391949
-5,-0.55168331,59.957617,-0.22768191,-5.4640021,-0.016160059,1.6326194,0.0047728475,0.0073058964,-3393.7384,83.658212,-2636.3795,63.136644,-1.188749,-0.27324409,-0.0036317771,266.75417,-47.251561,317.44763,-4.8782627
-5,-0.58787772,59.956994,-0.285714,-6.1423558,-0.020087114,1.7991582,0.0048301379,0.0076245735,-3412.1397,75.081258,-2597.5033,56.233624,-1.1781812,-0.27303135,-0.0030954653,270.04299,-47.401996,324.78903,-4.8643766
-5,-0.61708557,59.956595,-0.35049237,-6.8131892,-0.024425034,1.9656911,0.0047844271,0.0077814245,-3423.2737,59.356935,-2561.6231,44.75699,-1.1627213,-0.27313097,-0.002990708,268.53648,-47.445429,327.13648,-4.8802505
-5,-0.63954368,59.95628,-0.42192881,-7.4740344,-0.029166973,2.1322171,0.0046588432,0.0078069764,-3432.7359,36.229758,-2529.4546,28.787802,-1.1434743,-0.27385104,-0.0032312806,263.45408,-47.385437,325.64185,-4.9143816
-5,-0.65559183,59.955936,-0.49991345,-8.1229263,-0.034307167,2.2987344,0.0044751932,0.0077335941,-3443.6849,5.9225993,-2500.4732,8.4888184,-1.1211027,-0.27530252,-0.0037294822,255.79437,-47.076319,321.28151,-4.9668342
-5,-0.66560327,59.955468,-0.58431868,-8.758182,-0.039840975,2.4652412,0.0042563299,0.0075907492,-3456.3931,-31.417445,-2475.1061,-15.93028,-1.0957437,-0.2775081,-0.0044597789,246.46939,-47.793748,315.04112,-5.0180242
-5,-0.6699794,59.954825,-0.67499953,-9.3778758,-0.045764767,2.6317351,0.0040222317,0.0074053421,-3468.0748,-77.209446,-2452.2348,-44.153411,-1.0666887,-0.28034426,-0.0052376926,236.18019,-47.243446,307.69834,-5.1301147
-5,-0.66906672,59.953981,-0.77179052,-9.9798992,-0.052075637,2.7982137,0.0037908357,0.0071988854,-3477.4896,-129.95078,-2431.7868,-75.850526,-1.0342021,-0.28367022,-0.0060626856,225.65816,-46.833314,299.80906,-5.2945876
-5,-0.66322538,59.952919,-0.8745066,-10.562416,-0.058771206,2.9646747,0.0035746855,0.0069871447,-3484.7367,-189.27847,-2413.8083,-110.63908,-0.99864257,-0.28746238,-0.0068787027,215.53123,-46.456426,291.89116,-5.5126544
-5,-0.65282039,59.951635,-0.98294514,-11.123736,-0.06584961,3.1311157,0.0033783006,0.0067843235,-3490.4965,-254.81943,-2397.942,-148.11229,-0.9602909,-0.29170222,-0.0076536894,206.11555,-46.102145,284.37248,-5.7850614
-5,-0.63821999,59.950134,-1.0968882,-11.66254,-0.073309476,3.2975344,0.0032036202,0.0065983645,-3496.1566,-324.80445,-2383.9038,-187.27694,-0.92023871,-0.29631419,-0.0083700747,197.61597,-45.782202,277.47171,-6.1037407
-5,-0.61979546,59.948422,-1.2161074,-12.177938,-0.081149899,3.4639285,0.0030517541,0.0064337507,-3502.9673,-399.84643,-2371.496,-227.93844,-0.87856406,-0.3013671,-0.0090179955,190.1909,-45.476106,271.30734,-6.4633429
