delta,Vy_SM,Vx_SM,Yaw,AVz,Yo,Xo,Kappa_L1,Kappa_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,AAz,Ay,Ax,Fx_L1,Fx_L2,Fx_R1,Fx_R2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9966683,0.0027275011,109.99447,3.1965023e-05,0.018122943,2.4037172e-06,0.24443929,0.00012503629,0.00010159327,331.01954,-0.041627941,326.7567,-0.047794747,0.12144591,0.03047347,-0.018358655,19.990361,-21.356747,16.042062,-22.546804
3.9733866,0.027182086,109.98872,0.00087146031,0.18778832,6.5928417e-05,0.54997509,0.0010128614,0.00095862291,1352.0017,-1.0847053,1325.4135,-1.1071912,0.49689011,0.12425417,-0.015412019,129.13002,-24.476015,119.78201,-33.042501
5.9104041,0.081433328,109.98248,0.0045737926,0.59484667,0.00034666969,0.85549818,0.0026655175,0.0025335539,2414.3418,-5.0023789,2375.9678,-5.0853144,0.91286904,0.2219922,-0.0207958,213.44938,-19.685337,199.76505,-39.803352
7.7883668,0.15373077,109.97356,0.013425557,1.2009184,0.0010129976,1.1610029,0.0053603674,0.004948922,3009.3624,-12.312185,3021.051,-12.721718,1.1649305,0.27873916,-0.029661107,280.085,-13.541236,259.8351,-44.279303
9.5885108,0.22561965,109.96174,0.02887576,1.8970195,0.0021627756,1.4664799,0.0088374081,0.0080384894,3144.889,-20.854527,3265.908,-22.526093,1.2439189,0.29538428,-0.037148954,323.71082,-9.0671628,305.99827,-46.360904
11.292849,0.28629584,109.94766,0.051422149,2.6127963,0.0038210537,1.7719208,0.013101255,0.011755286,3083.1208,-27.554102,3337.531,-31.561176,1.247386,0.29497183,-0.042904953,355.08192,-6.3453095,345.09665,-47.029555
12.884354,0.3323006,109.93179,0.081104864,3.3220579,0.0059782248,2.0773192,0.018042485,0.015942439,2967.3189,-30.101401,3356.7895,-36.595767,1.2261345,0.28997013,-0.047744994,378.06851,-4.5625908,378.12012,-47.047895
14.347122,0.36314972,109.91438,0.11780816,4.0163162,0.0086137778,2.3826697,0.023475169,0.020410436,2847.1611,-27.297568,3360.4139,-34.951816,1.1963168,0.28454332,-0.052040908,394.7881,-3.2596142,405.34977,-46.656352
15.666538,0.37925188,109.89559,0.16136251,4.6921007,0.011705584,2.6879675,0.029173996,0.024961906,2737.1058,-18.810123,3354.7969,-25.021997,1.1619203,0.27976523,-0.055811054,407.25611,-2.2735672,427.33918,-45.859782
16.82942,0.3812377,109.87562,0.21157095,5.3470967,0.015232904,2.9932081,0.034892031,0.029400182,2640.5827,-4.7987216,3339.6865,-6.5983104,1.123881,0.27579098,-0.059076001,415.87603,-1.5475766,443.45798,-44.669104
17.824147,0.37010189,109.85458,0.26822085,5.9814885,0.019177546,3.2983877,0.040355082,0.033506639,2578.8689,14.357247,3345.3825,19.812811,1.0919634,0.27496868,-0.062274883,424.23291,-0.96201311,457.21975,-44.461751
18.640782,0.34713764,109.8325,0.33112355,6.597678,0.023526732,3.6035019,0.045300211,0.037072956,2530.6827,38.167893,3350.7694,55.102947,1.0582909,0.2753561,-0.065090399,429.34425,-0.45355216,465.5433,-43.524014
19.271164,0.31293726,109.80952,0.40008734,7.1936736,0.028270844,3.908547,0.049550747,0.039962283,2488.5732,66.135755,3355.5959,98.136989,1.0217489,0.2765447,-0.06746653,430.67179,-0.086663458,468.6917,-42.659373
19.708995,0.26820689,109.78577,0.47490399,7.76819,0.033401961,4.2135192,0.052955222,0.042044085,2451.5375,97.77799,3366.1861,148.70145,0.98342061,0.27876628,-0.069434411,428.52489,0.15628579,467.56088,-42.125789
