delta,Vy_SM,Vx_SM,Yaw,AVz,Yo,Xo,Kappa_L1,Kappa_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,AAz,Ay,Ax,Fx_L1,Fx_L2,Fx_R1,Fx_R2
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.03037274,60.006488,0.00059044033,0.20372749,4.441508e-05,0.13335288,-8.8559131e-05,3.1422709e-05,2093.9542,-0.84319883,1960.3075,-0.8368109,0.75600557,0.18493472,-0.038476914,-8.7568172,-14.446002,2.9573696,-29.840964
10,0.10858496,59.989304,0.005264252,0.76726319,0.00039945892,0.3000153,-8.9659684e-05,-0.00051704517,3016.0497,-7.1099818,2930.4625,-7.2169938,1.1263676,0.27034283,-0.054539683,-5.1091227,-2.5328558,-28.642745,-32.923232
10,0.19609714,59.969991,0.016284318,1.4458027,0.0012288158,0.46662235,0.0011975698,0.00043313931,3160.7164,-19.255633,3227.3178,-20.413454,1.220173,0.29001022,-0.053534736,49.545637,0.83372125,18.301396,-35.1812
10,0.2797916,59.952436,0.034271311,2.154134,0.0025644381,0.63317431,0.0042031457,0.0030473697,3113.1912,-34.073455,3347.3703,-38.31427,1.2472132,0.29314892,-0.046046687,139.23068,1.2484417,108.51912,-37.658375
10,0.35647657,59.937929,0.059399085,2.8722775,0.00440203,0.79967899,0.0083798064,0.0065916952,3024.2046,-48.271985,3418.8555,-57.8186,1.2580862,0.29229002,-0.037035149,236.26401,0.78786158,210.00734,-40.322003
10,0.42534335,59.926607,0.091733471,3.5947305,0.0067283755,0.96614603,0.013066842,0.010354977,2930.7487,-59.646867,3470.281,-75.74827,1.2628587,0.29042417,-0.028408183,326.24716,0.052009238,305.9383,-42.784897
10,0.48615648,59.918257,0.13130175,4.3184861,0.0095286122,1.1325846,0.017886845,0.013989298,2842.4516,-66.992234,3505.2574,-89.269912,1.2625652,0.28828506,-0.020585173,406.50062,-0.80090927,391.75298,-44.829866
10,0.5388372,59.9126,0.17810122,5.0404737,0.012788413,1.2990029,0.022597038,0.017330159,2762.0851,-69.723844,3522.9509,-96.328589,1.2566175,0.28607125,-0.013644389,476.90179,-1.7180465,466.08178,-46.386863
10,0.58340232,59.909311,0.23209684,5.7573981,0.01649457,1.4654076,0.026912315,0.020199503,2691.1559,-67.590224,3525.7145,-95.837577,1.2449618,0.28398517,-0.0078185595,535.66583,-2.6359226,526.21643,-47.48296
10,0.61999845,59.907971,0.29322122,6.4662213,0.020635159,1.6318042,0.030584724,0.022459842,2630.5426,-60.51294,3520.6448,-87.449565,1.2285983,0.28238766,-0.0032989687,581.35083,-3.4746881,570.77097,-48.235268
10,0.64894328,59.908116,0.36138033,7.1646847,0.025199844,1.7981963,0.033487968,0.024060449,2580.3618,-48.520044,3517.1209,-71.06398,1.209081,0.28172496,-0.00010298284,614.17902,-4.1764761,600.82987,-48.793706
10,0.67071293,59.909283,0.43646218,7.8513536,0.030180302,1.9645858,0.035585132,0.024997848,2539.6132,-31.727429,3522.4691,-46.472726,1.1875028,0.2823092,0.0018356252,635.01587,-4.7113467,618.07439,-49.189415
10,0.68586157,59.91104,0.51834299,8.5251523,0.035570407,2.1309729,0.036906653,0.02531334,2507.4798,-10.337296,3538.5837,-13.629481,1.1642326,0.28420369,0.0026490242,645.25181,-5.0842887,623.92916,-49.128819
10,0.69493672,59.913003,0.6068896,9.1851176,0.041366034,2.2973568,0.037523388,0.02509633,2483.1578,15.395143,3562.3373,26.493434,1.1389226,0.28719372,0.0024265809,646.42645,-5.2907533,619.68737,-50.108357
10,0.69843377,59.914852,0.70195696,9.8296542,0.047564581,2.4637351,0.037538427,0.024472171,2465.1331,45.086492,3588.3368,76.060389,1.1103481,0.29107065,0.001476756,640.05872,-5.4259077,606.93422,-49.552788
10,0.69676519,59.916352,0.80338217,10.456823,0.05416446,2.630105,0.037072741,0.023575135,2451.888,78.346027,3612.2599,133.10448,1.0782534,0.29548709,-6.0367632e-05,627.72197,-5.5064167,587.73691,-48.997697
10,0.69027829,59.917321,0.91098261,11.064585,0.061164659,2.796463,0.03625363,0.022524368,2442.062,114.72339,3632.634,197.12606,1.0426501,0.3003008,-0.0019836116,611.01908,-5.5655918,564.45495,-48.42905
10,0.67931438,59.917639,1.024556,11.651034,0.068564547,2.9628051,0.035202947,0.021408246,2434.5433,153.74967,3650.6276,267.60319,1.0039905,0.30549755,-0.0041255245,591.49865,-5.6275251,539.25039,-47.860992
10,0.66422038,59.917236,1.1438833,12.214799,0.076363859,3.1291272,0.034026681,0.020287761,2428.5122,194.1725,3668.4767,342.75648,0.96359378,0.31102576,-0.0063575891,570.54235,-5.700483,513.82517,-47.32738
10,0.64536574,59.916082,1.2687348,12.754889,0.084562717,3.2954252,0.03281398,0.019204043,2423.3999,236.12964,3687.772,423.34311,0.92139145,0.31699171,-0.008581151,549.35471,-5.7978391,489.30985,-46.795598
10,0.62314482,59.91418,1.3988711,13.270363,0.09316167,3.4616949,0.031632932,0.018187919,2418.8193,279.29369,3708.5849,508.68526,0.8777118,0.3233472,-0.010717707,528.87684,-5.9319215,466.40197,-46.232559
10,0.59791917,59.911557,1.5340444,13.760611,0.10216162,3.6279322,0.030534005,0.017264734,2414.492,322.48168,3729.7258,595.71926,0.83384729,0.32983777,-0.012690204,509.8176,-6.1042741,445.56056,-45.374417
10,0.56996196,59.908269,1.6740055,14.225768,0.11156364,3.7941333,0.029552571,0.016453628,2410.2029,364.75294,3749.6971,684.9693,0.78961294,0.33637244,-0.014459302,492.67491,-6.2485095,427.11921,-44.544942
10,0.53956708,59.904373,1.8185029,14.665245,0.12136883,3.9602945,0.028710698,0.01576697,2405.7941,406.85734,3767.5934,777.15598,0.7442837,0.34297521,-0.016010821,477.75443,-6.4312385,411.35553,-44.122868
