delta,Vy_SM,Vx_SM,Yaw,AVz,Yo,Xo,Kappa_L1,Kappa_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,AAz,Ay,Ax,Fx_L1,Fx_L2,Fx_R1,Fx_R2
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.03759488,80.007504,0.00073835383,0.25484528,5.504971e-05,0.17779925,0.00078655205,0.0011154663,2496.919,-1.0056441,2337.2314,-0.99741016,0.91840568,0.22173772,-0.041244351,65.896627,-15.406152,87.313757,-32.263042
10,0.12252296,79.988486,0.0063197266,0.88803446,0.00047510081,0.40001836,0.00017522399,-0.00024223665,3196.1278,-7.78638,3113.0628,-7.9263515,1.2005714,0.28700985,-0.060250099,8.2191805,-3.7306392,-11.026726,-35.828124
10,0.20752882,79.967207,0.018693772,1.5901723,0.0014004881,0.62217689,0.0011276956,0.00032275078,3195.4837,-19.37283,3280.6432,-20.681665,1.2372117,0.29381096,-0.059230913,38.330645,-0.52233068,11.265776,-37.429868
10,0.28324665,79.947344,0.038145469,2.3003083,0.0028388509,0.84427494,0.0035185819,0.0023206337,3095.4347,-31.688203,3352.5586,-36.057457,1.23985,0.29208822,-0.05377227,97.108046,0.032101093,69.36698,-39.299929
10,0.34847917,79.929601,0.064700249,3.0102854,0.0047757089,1.0663181,0.0066621976,0.0049339416,2990.8003,-41.471978,3407.6145,-50.486407,1.238174,0.28963863,-0.047705407,159.20848,-0.01047084,134.32377,-41.311067
10,0.40327773,79.914027,0.098349237,3.7188704,0.0071938494,1.2883129,0.010165898,0.0077296602,2896.6855,-46.916398,3454.7174,-60.79239,1.2348281,0.28768357,-0.041799258,219.01599,-0.28708232,198.57584,-43.166591
10,0.44783611,79.900535,0.13907222,4.4246647,0.010077286,1.5102654,0.013772861,0.01046114,2814.2143,-47.258552,3490.2197,-64.55917,1.228103,0.28621463,-0.036258147,274.7693,-0.73082332,258.78458,-44.673832
10,0.48232754,79.888994,0.18682953,5.1252547,0.013411996,1.7321812,0.017309685,0.013000502,2742.5349,-42.296659,3510.8145,-60.388937,1.2164997,0.28509702,-0.031156027,325.80092,-1.3047905,313.18532,-45.772672
10,0.5069404,79.879255,0.24155389,5.8177,0.017185817,1.9540654,0.020663288,0.015294886,2680.7395,-32.095071,3517.6734,-47.817044,1.1997263,0.28435521,-0.026530318,371.92839,-1.9716318,361.19087,-46.525579
10,0.52194954,79.871147,0.30314882,6.499229,0.021388273,2.1759219,0.023763999,0.017327406,2627.9291,-16.843121,3516.9514,-26.899931,1.1786145,0.28422066,-0.022403191,413.19936,-2.6888164,403.15383,-46.997797
10,0.52776124,79.864486,0.37149328,7.1677634,0.026010638,2.3977541,0.026575184,0.019091204,2583.1116,3.2102826,3516.9644,1.5466477,1.1546336,0.28498592,-0.018797111,449.79264,-3.4079913,439.91297,-47.522331
10,0.52489173,79.85906,0.44644932,7.8218522,0.031046109,2.6195646,0.029086575,0.020581802,2544.357,27.735625,3523.8768,38.360508,1.1281587,0.28687396,-0.015740654,481.83236,-4.0892502,472.21778,-48.89015
10,0.51394495,79.854686,0.52786527,8.4601765,0.036489816,2.8413551,0.03130365,0.021801977,2511.4797,56.393263,3538.9089,84.050785,1.0996446,0.28994478,-0.013120829,509.74942,-4.7418864,500.34476,-49.151837
10,0.49550705,79.851192,0.61557741,9.0814991,0.042338621,3.0631267,0.033240807,0.022771893,2483.4754,88.779737,3558.9351,137.64231,1.0686952,0.29394717,-0.010949786,533.82423,-5.3619396,524.24379,-49.467151
10,0.47009233,79.848418,0.70940824,9.6842348,0.048590607,3.2848799,0.034920521,0.023529567,2459.2792,124.4668,3579.308,198.70731,1.0346623,0.29858246,-0.0091641334,554.33198,-5.9634767,543.91172,-49.66487
10,0.43814681,79.846225,0.80916288,10.266486,0.055244568,3.506615,0.036370656,0.024121987,2437.9586,162.93925,3596.7328,266.57232,0.99723937,0.30360738,-0.0077012539,571.57655,-6.561576,559.68967,-49.723405
10,0.40006177,79.844492,0.91462783,10.826527,0.062299662,3.7283319,0.037622308,0.024592534,2418.7673,203.01179,3610.6122,339.66462,0.95711718,0.30884079,-0.0065067293,585.90144,-7.1587888,572.26967,-49.723706
10,0.35624433,79.84311,1.0255735,11.362722,0.069755268,3.9500301,0.038707095,0.024972731,2401.1714,245.05988,3622.5785,418.85659,0.91410428,0.31439965,-0.0055368683,597.6781,-7.7600247,582.4787,-49.715028
10,0.30715364,79.841984,1.1417545,11.873593,0.077611057,4.1717089,0.039654621,0.025280929,2384.8238,288.68833,3634.9396,503.74342,0.86883132,0.32034436,-0.0047584561,607.27873,-8.3649085,591.00644,-49.69915
10,0.2532629,79.841029,1.2629132,12.358247,0.085867071,4.3933675,0.040491089,0.025527056,2369.5067,332.34009,3649.1484,591.27856,0.82317115,0.32652368,-0.0041292093,615.05178,-8.9618648,598.25152,-49.312375
10,0.19499777,79.840185,1.3887888,12.8167,0.094523687,4.6150046,0.041238757,0.025719245,2355.0745,375.93692,3665.1431,682.05447,0.77686296,0.33295505,-0.003628102,621.30498,-9.3821666,604.34742,-48.732493
10,0.13282024,79.839377,1.5191174,13.248242,0.10358155,4.8366191,0.041915628,0.025869001,2341.4119,419.87343,3681.7206,776.56668,0.72930626,0.33962125,-0.003273886,626.29087,-9.8443385,609.33126,-48.647009
10,0.067142846,79.838546,1.6536286,13.65257,0.11304148,5.0582096,0.042536592,0.025989941,2328.4014,462.32716,3697.4839,870.46539,0.68260378,0.34616936,-0.0030183569,630.21717,-10.378364,613.26969,-48.534609
10,-0.0017291791,79.837642,1.7920557,14.030369,0.12290426,5.2797747,0.043114754,0.026095172,2315.9323,503.1372,3711.6576,965.51464,0.63599164,0.35263571,-0.0028349115,633.26762,-10.892165,616.33223,-48.409187
10,-0.073417469,79.836626,1.934133,14.3812,0.13317063,5.5013129,0.043656964,0.026191679,2303.9391,543.57913,3724.3506,1063.0181,0.58851066,0.35914359,-0.0027118254,635.5455,-11.401345,618.69976,-48.267611
10,-0.1475891,79.835455,2.0795919,14.705409,0.14384129,5.7228227,0.044139413,0.02625547,2292.4912,581.14923,3736.343,1156.1299,0.54380561,0.3652929,-0.0026843587,636.75161,-11.87513,619.9413,-48.08713
10,-0.22398772,79.834078,2.2281761,15.004407,0.15491687,5.9443026,0.044542071,0.026268042,2281.6779,616.6823,3748.402,1249.6559,0.49987159,0.37137956,-0.0027594224,636.66422,-12.279216,619.76025,-47.375307
10,-0.30225548,79.832439,2.3796355,15.278218,0.16639802,6.1657509,0.044862358,0.026229307,2271.5473,651.48787,3760.8194,1343.1793,0.45625828,0.37746061,-0.0029743105,635.30964,-12.544141,618.21893,-47.033315
10,-0.38214436,79.830485,2.5337245,15.528287,0.17828544,6.3871659,0.045109206,0.026147831,2262.0921,682.15792,3773.3801,1429.7273,0.41694543,0.3830481,-0.0032929068,632.86425,-12.722589,615.50385,-46.677879
10,-0.46343749,79.828171,2.6902166,15.756061,0.19057976,6.6085456,0.045297753,0.026038109,2253.2813,711.25379,3785.5947,1516.5176,0.37817736,0.388575,-0.0036919627,629.57885,-12.902976,611.89788,-46.285645
10,-0.54584771,79.825468,2.8488911,15.961785,0.20328159,6.8298883,0.04544484,0.025916469,2245.0686,739.53663,3797.0061,1600.4895,0.34072036,0.39391637,-0.0041390656,625.71437,-13.072125,607.73364,-45.85646
10,-0.62924059,79.822353,3.0095368,16.147371,0.21639153,7.0511921,0.045569036,0.025798064,2237.3864,762.85352,3807.0301,1678.3001,0.30717545,0.39869986,-0.0046006532,621.54107,-13.18254,603.29765,-45.419556
10,-0.71343911,79.818822,3.1719603,16.313863,0.22990997,7.2724551,0.04568809,0.025696097,2230.1887,785.50761,3816.176,1755.6124,0.27407664,0.40341309,-0.0050446602,617.31205,-13.255222,599.00035,-44.782288
10,-0.79822204,79.814877,3.3359733,16.46175,0.24383733,7.4936757,0.045817385,0.025619944,2223.4353,806.83911,3824.6258,1827.7308,0.2432709,0.40781819,-0.0054637838,613.24064,-13.307129,595.10386,-44.25035
10,-0.88352168,79.810526,3.5014007,16.593236,0.258174,7.7148522,0.045971462,0.025576023,2217.0749,824.29083,3832.5197,1894.2371,0.21580013,0.41178444,-0.0058360175,609.51832,-13.283333,591.79048,-43.779204
10,-0.96918154,79.805786,3.6680846,16.709148,0.27292026,7.9359829,0.046161777,0.025570173,2211.0838,841.31759,3839.8543,1959.6948,0.18891435,0.41568397,-0.0061484889,606.2942,-13.214333,589.20074,-43.30554
10,-1.0550351,79.800675,3.8358716,16.810092,0.28807648,8.1570664,0.046397174,0.025606801,2205.4325,856.93029,3846.4943,2019.4377,0.16449809,0.41924891,-0.0063925678,603.67591,-13.168482,587.41828,-42.830004
10,-1.1410544,79.795217,4.004622,16.898066,0.303643,8.3781014,0.046685011,0.025688838,2200.0904,869.65269,3852.2894,2074.4121,0.14267378,0.42244775,-0.0065599591,601.78226,-13.114606,586.48772,-42.406393
10,-1.2271194,79.789438,4.1742098,16.973676,0.31962009,8.5990866,0.047030072,0.025819158,2195.0251,882.22719,3857.1308,2128.1157,0.12134476,0.4255634,-0.0066462143,600.62945,-13.06542,586.46469,-41.981456
10,-1.313107,79.783369,4.3445127,17.037415,0.3360081,8.8200209,0.047435742,0.02599869,2190.2035,893.67343,3861.0093,2176.7218,0.10208989,0.42837172,-0.0066449027,600.23954,-13.020579,587.3694,-41.501788
10,-1.3990192,79.777039,4.5154197,17.091037,0.35280733,9.0409033,0.047904867,0.026227325,2185.5882,902.9486,3863.942,2220.373,0.085159753,0.43083,-0.0065629085,600.62877,-12.969899,589.1767,-41.131305
10,-1.484773,79.770477,4.6868324,17.135079,0.37001807,9.261733,0.048438296,0.026504988,2181.1735,912.33136,3865.9582,2262.6283,0.068646976,0.43320941,-0.006399273,601.79432,-12.927015,591.87712,-40.780465
10,-1.5702699,79.763713,4.858655,17.169842,0.38764066,9.4825092,0.049035494,0.026830704,2176.9172,921.12392,3867.0714,2301.5179,0.053408231,0.4353846,-0.0061541362,603.70626,-12.874365,595.43734,-40.4329
10,-1.6555196,79.756776,5.0307996,17.196747,0.40567549,9.7032312,0.049695694,0.027202257,2172.7853,928.13623,3867.2962,2334.7434,0.040558594,0.43719249,-0.0058329249,606.33482,-12.822882,599.79625,-40.138382
10,-1.740477,79.749693,5.2031902,17.216364,0.42412286,9.9238984,0.050403046,0.027605263,2168.8097,935.44766,3866.6473,2366.6955,0.027955409,0.43893049,-0.0054612191,609.48565,-12.790615,604.62534,-39.862332
10,-1.8250649,79.742476,5.3757531,17.228817,0.44298315,10.14451,0.051126177,0.028015156,2165.0727,942.82852,3865.1777,2397.4417,0.015616357,0.44059001,-0.0050794153,612.80029,-12.773037,609.38846,-39.583871
