delta,Vy_SM,Vx_SM,Yaw,AVz,Yo,Xo,Kappa_L1,Kappa_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,AAz,Ay,Ax,Fx_L1,Fx_L2,Fx_R1,Fx_R2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.006050303,59.997756,0.00010375111,0.040147088,7.9961147e-06,0.13333178,-0.00016842058,-0.00019149013,460.10051,-0.15575986,453.96526,-0.16213307,0.16830423,0.042181954,-0.011196511,-26.556957,-20.843977,-29.78854,-24.085726
2,0.026842103,59.994112,0.0011436913,0.18310104,8.821735e-05,0.29998774,9.1065851e-05,4.0959319e-05,870.30942,-1.6214158,866.9741,-1.6559769,0.32061466,0.080234835,-0.0090089905,13.460385,-20.576111,6.0267089,-28.654731
2,0.056842944,59.99136,0.0040022416,0.39927108,0.00030736179,0.46663563,0.00038142175,0.00028810911,1146.5875,-5.164482,1156.5821,-5.264382,0.42682589,0.1061652,-0.0065855306,50.367911,-19.272569,38.3564,-31.062698
2,0.091797841,59.989373,0.0092931577,0.66640282,0.0007091037,0.63327799,0.00063071814,0.00048639328,1329.0343,-10.680266,1361.4808,-10.974768,0.50144484,0.12361579,-0.0047256338,78.404044,-18.196256,61.915196,-32.918301
2,0.1287484,59.987943,0.017445869,0.96919433,0.0013208647,0.79991672,0.00082434294,0.00063331639,1438.7146,-17.457695,1500.0763,-18.264108,0.55200762,0.13447443,-0.003485336,96.893101,-17.291226,77.593236,-34.349984
2,0.16550237,59.986877,0.028754129,1.2959599,0.0021580818,0.96655301,0.00097990991,0.00073141541,1502.4521,-24.544486,1596.5634,-26.274212,0.58620804,0.14119478,-0.00268456,109.62001,-16.565329,86.942697,-35.428537
2,0.20064223,59.986048,0.043415434,1.6385886,0.0032280208,1.1331875,0.001082948,0.00078153884,1532.9111,-31.043654,1660.6924,-34.009897,0.60777845,0.14490593,-0.0022390191,117.29569,-16.000946,91.726075,-36.229496
2,0.23313395,59.985348,0.061554394,1.9905407,0.0045323252,1.2998204,0.0011416619,0.00079453693,1539.2231,-36.194094,1699.0697,-40.487906,0.61914566,0.14642082,-0.0020607299,121.1422,-15.577885,93.112398,-36.788549
2,0.26225717,59.984703,0.083236699,2.346528,0.0060686945,1.4664516,0.0011675258,0.00078079143,1528.7427,-39.391019,1717.1756,-44.823673,0.62220498,0.14640572,-0.0020670724,122.40641,-15.277851,92.028185,-37.133749
