delta,Vy_SM,Vx_SM,Yaw,AVz,Yo,Xo,Kappa_L1,Kappa_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,AAz,Ay,Ax,Fx_L1,Fx_L2,Fx_R1,Fx_R2
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.019334106,79.999137,0.00034466648,0.12896441,2.6107127e-05,0.17778104,-0.00019344179,-0.00023585545,1420.2771,-0.49174847,1375.3314,-0.49535496,0.515524,0.12871447,-0.024119808,-23.962142,-18.197547,-28.255432,-27.082914
5,0.076464741,79.989197,0.0035014239,0.53746308,0.00026684775,0.39998868,3.1850988e-06,-0.00022706082,2313.9848,-4.5290086,2290.6247,-4.617615,0.86677971,0.21188339,-0.029368384,0.26752868,-13.297613,-18.571887,-34.646801
5,0.14709187,79.979105,0.011552372,1.0898042,0.00087594592,0.62216776,0.00097658636,0.00055612181,2690.7312,-12.967094,2750.2253,-13.420192,1.0384487,0.25004335,-0.027244063,64.024565,-9.7544007,37.25822,-38.840575
5,0.21877583,79.970286,0.025518648,1.7118621,0.0019186088,0.84432035,0.0023811288,0.0017313483,2826.574,-23.609071,3001.9405,-25.50697,1.1226481,0.26731026,-0.022707787,132.67838,-8.027947,102.44346,-41.999323
5,0.28583835,79.963261,0.045900842,2.3689958,0.0034185029,1.0664511,0.0039894988,0.0030352788,2853.8542,-33.812301,3158.2513,-38.487712,1.1662906,0.2751438,-0.017495483,198.64851,-7.2794237,167.23404,-44.629538
5,0.3457061,79.958084,0.072957807,3.0448463,0.0053803336,1.2885654,0.0055910037,0.0042459857,2833.7127,-41.49639,3268.1558,-49.706564,1.1896866,0.2787972,-0.012601249,256.82971,-6.9923713,224.92881,-46.84256
5,0.39714058,79.954561,0.10682572,3.730143,0.0078002476,1.5106681,0.0070356986,0.0052312949,2793.3897,-45.330269,3350.2205,-56.682967,1.2006043,0.28053593,-0.0084931472,304.66408,-6.9267794,271.68319,-48.573153
5,0.43953526,79.952391,0.14756584,4.4184716,0.010670787,1.732763,0.0082322193,0.005943364,2742.8414,-44.593107,3406.92,-57.480327,1.2006699,0.28104671,-0.0053319801,341.10627,-6.9733109,305.91493,-49.755397
5,0.47260461,79.951246,0.19517977,5.1045457,0.013982976,1.9548529,0.0091448129,0.0063924334,2692.2686,-38.974428,3445.2931,-50.930229,1.1928772,0.28119732,-0.0031383385,366.70907,-7.0670988,328.08835,-50.409869
5,0.49631789,79.950806,0.24962262,5.7841386,0.017727723,2.1769391,0.0097748775,0.0066155324,2644.7044,-28.423657,3468.4438,-36.583974,1.1782813,0.28130366,-0.0018201803,382.5686,-7.1754012,339.6521,-50.617506
5,0.51081406,79.950787,0.31081078,6.453771,0.021896431,2.3990221,0.01014847,0.0066573605,2601.9313,-13.047307,3482.0215,-14.552614,1.1584079,0.28171186,-0.0012414103,390.18512,-7.2817157,342.66228,-50.419274
5,0.51638817,79.950938,0.37863075,7.1109027,0.026481434,2.6211013,0.010305177,0.0065588059,2564.5777,6.9754078,3492.5719,14.379531,1.1347735,0.28272199,-0.0013123573,391.15423,-7.3520559,339.21018,-51.02182
5,0.51346701,79.951044,0.45294699,7.7534932,0.031476315,2.8431752,0.010293443,0.0063560415,2531.9016,31.337338,3505.0875,52.140131,1.1078472,0.28461733,-0.0018370542,386.98818,-7.4071952,331.06202,-51.07732
5,0.50257875,79.950959,0.53360589,8.3799567,0.036876089,3.0652418,0.010159293,0.0060822631,2504.5801,59.737145,3521.4281,97.910739,1.07851,0.2874743,-0.0026906237,379.32362,-7.4571827,319.65318,-50.730218
5,0.48426354,79.950569,0.62043992,8.9889306,0.042677186,3.2872983,0.0099432011,0.0057703947,2481.8777,91.794136,3540.5386,151.20716,1.0467671,0.29117921,-0.0037745367,369.36139,-7.5054645,306.25403,-50.441588
5,0.45903364,79.949799,0.7132679,9.5789752,0.048877184,3.5093421,0.0096824932,0.005449389,2462.9583,127.09126,3560.0704,211.6333,1.0124045,0.29555552,-0.0049720411,358.19149,-7.5713917,291.97279,-50.073563
5,0.42736303,79.948612,0.81189388,10.148551,0.055474503,3.7313702,0.0094078361,0.0051414558,2447.0205,165.13736,3578.154,278.29991,0.97543052,0.30042278,-0.0061891851,346.70654,-7.6720721,277.7588,-49.636191
5,0.38967922,79.946995,0.91610763,10.696381,0.062468147,3.9533798,0.0091419545,0.0048619181,2433.3967,204.69634,3594.3519,350.16699,0.93641804,0.30562997,-0.0073570797,335.57085,-7.8125195,264.41743,-49.205857
5,0.3464201,79.944952,1.0256867,11.221179,0.069857556,4.175368,0.0089023415,0.0046183398,2421.5888,246.14725,3609.5636,427.81996,0.89510622,0.31124402,-0.0084309308,325.31282,-8.00111,252.48085,-48.820035
5,0.29805344,79.942499,1.1403961,11.721753,0.077642614,4.3973322,0.0087003078,0.0044131396,2411.253,289.08062,3625.2039,510.83745,0.85194554,0.317278,-0.0093850479,316.2772,-8.2390622,242.24018,-48.478071
5,0.24504355,79.939662,1.2599907,12.197433,0.085823658,4.6192697,0.0085426367,0.0042460299,2402.1568,332.14366,3642.3013,595.94673,0.80872907,0.32355543,-0.010186401,308.66979,-8.5151446,233.79962,-47.736809
5,0.18780651,79.936478,1.3842242,12.64836,0.094401415,4.8411781,0.0084327715,0.0041157784,2394.1362,374.85097,3661.0344,684.35544,0.76510492,0.3301104,-0.010847532,302.58808,-8.697437,227.14612,-47.07809
5,0.12679621,79.93297,1.5128484,13.074021,0.10337696,5.0630552,0.008371441,0.0040215769,2387.0633,417.91069,3680.8564,776.28306,0.72060179,0.33695418,-0.011390253,298.03444,-8.9205195,222.2391,-46.8472
5,0.062427795,79.929166,1.6456105,13.474306,0.11275167,5.2848987,0.008358005,0.0039621296,2380.8119,459.85488,3700.9903,867.42746,0.67724915,0.34377726,-0.011800999,294.96019,-9.2598058,218.99424,-46.636349
5,-0.0049900459,79.925092,1.7822634,13.850157,0.12252704,5.5067069,0.0083912598,0.0039356648,2375.2597,499.53723,3720.9148,959.65132,0.63462446,0.35058224,-0.012080802,293.29431,-9.6059953,217.31065,-46.458623
5,-0.075086036,79.920776,1.922564,14.201449,0.13270469,5.7284778,0.0084687902,0.0039404537,2370.3104,538.79319,3740.5734,1054.1512,0.59155675,0.35750135,-0.012239189,292.92275,-9.9705222,217.09159,-46.30231
5,-0.14752606,79.916244,2.0662684,14.52858,0.14328632,5.95021,0.008588404,0.0039737668,2365.7817,575.87137,3760.2656,1144.6871,0.55109429,0.36416888,-0.012284735,293.71028,-10.334824,218.21945,-46.1486
5,-0.22208451,79.911523,2.2131447,14.833085,0.15427367,6.171902,0.0087487719,0.0040323019,2360.7549,610.15422,3780.3459,1235.2267,0.51184338,0.37071283,-0.012204951,295.548,-10.658675,220.54445,-45.552674
5,-0.2984555,79.906637,2.3629689,15.115044,0.16566846,6.3935523,0.0089465387,0.00411399,2356.0745,643.70651,3799.3525,1326.6615,0.47241022,0.3772403,-0.012045127,298.35118,-10.932865,223.9223,-45.32058
5,-0.37640059,79.901605,2.5155192,15.375472,0.17747243,6.6151598,0.0091789725,0.0042162154,2351.7257,674.11045,3818.6943,1410.6739,0.43716598,0.38331767,-0.011801361,302.00427,-11.098672,228.23639,-45.124224
5,-0.45574492,79.896442,2.6705916,15.616122,0.18968726,6.8367234,0.0094436808,0.0043368469,2347.6996,702.04766,3838.1125,1494.9154,0.40291003,0.38931726,-0.011490302,306.4055,-11.295648,233.34914,-44.930358
5,-0.53622188,79.89116,2.8279904,15.837237,0.20231466,7.0582421,0.0097377064,0.004474683,2343.9943,729.2609,3857.3448,1578.1198,0.36939059,0.39524793,-0.011118827,311.43828,-11.503655,239.17119,-44.725428
5,-0.61768257,79.885773,2.9875263,16.040334,0.21535638,7.2797149,0.010059309,0.0046279622,2340.0537,752.67971,3875.9656,1653.9173,0.33981401,0.40062643,-0.010689972,316.99649,-11.682404,245.57323,-44.520653
5,-0.70001545,79.880293,3.1490279,16.226702,0.22881397,7.5011411,0.010407344,0.0047958103,2335.7289,774.46299,3893.8622,1729.4465,0.31076533,0.40587054,-0.010203037,323.01697,-11.828548,252.4993,-44.162992
5,-0.78302955,79.874733,3.3123288,16.396482,0.24268893,7.7225197,0.01077909,0.0049774275,2331.6818,795.7056,3909.8577,1802.3827,0.28253481,0.41089884,-0.0096718739,329.44138,-11.967368,259.87103,-43.853071
