delta,Vy_SM,Vx_SM,Yaw,AVz,Yo,Xo,Kappa_L1,Kappa_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,AAz,Ay,Ax,Fx_L1,Fx_L2,Fx_R1,Fx_R2
-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,-0.043429528,100.00733,-0.00086865134,-0.29780371,-6.4242447e-05,0.22224389,0.0024609354,0.0020326822,-2603.2634,1.1196938,-2782.78,1.127933,-1.0354479,-0.24810798,-0.043490419,165.27764,-33.165833,146.11105,-15.762973
-10,-0.13071972,99.987018,-0.007123454,-0.97080051,-0.00053231059,0.50001736,0.00047311413,0.00081290891,-3185.3755,8.2279127,-3264.2109,8.0524505,-1.2310905,-0.29376558,-0.064250001,18.558219,-38.149648,32.654826,-5.6869613
-10,-0.2107574,99.964184,-0.020373375,-1.6794262,-0.0015195429,0.77772701,0.00049977715,0.0012641114,-3282.9491,19.930667,-3186.132,18.569101,-1.2354903,-0.29353351,-0.064348208,15.185472,-39.527294,37.265034,-2.4335783
-10,-0.27765048,99.942157,-0.040698591,-2.3845969,-0.0030190361,1.0553717,0.0017451502,0.0029074235,-3335.6359,32.385302,-3065.817,28.202736,-1.22594,-0.28985257,-0.060913583,46.236377,-40.952354,70.788769,-1.5131963
-10,-0.3313743,99.921544,-0.068049062,-3.0845528,-0.0050117371,1.3329549,0.0035830828,0.0052092707,-3386.1409,41.939559,-2957.8255,33.984141,-1.2175801,-0.28710282,-0.056759351,87.994938,-42.535297,111.73849,-1.1822569
-10,-0.37241989,99.902469,-0.1023761,-3.779832,-0.007479067,1.6104808,0.0056607045,0.0078537072,-3433.4034,45.675822,-2865.9524,34.545677,-1.2091331,-0.28550379,-0.052483336,133.24075,-44.008451,154.28834,-1.1274889
-10,-0.40119819,99.884942,-0.14362985,-4.4695815,-0.010404945,1.8879538,0.0077640144,0.010631659,-3470.9409,41.670629,-2787.7285,29.511199,-1.1978735,-0.28470568,-0.048282064,178.30845,-45.166443,196.07123,-1.2884733
-10,-0.41802389,99.868923,-0.19174472,-5.1516497,-0.013775841,2.1653781,0.0097704101,0.01339839,-3494.7892,29.082352,-2720.9908,18.974091,-1.1821448,-0.28443568,-0.044263405,220.91515,-45.903568,235.81269,-1.625939
-10,-0.42319518,99.854339,-0.24662993,-5.8233331,-0.017580377,2.4427574,0.011617885,0.01605645,-3505.8309,8.1515754,-2664.1883,3.2186904,-1.1617107,-0.28462361,-0.040507458,259.81084,-46.193496,272.78442,-2.0972995
-10,-0.41706832,99.841068,-0.30816813,-6.4821211,-0.021808996,2.7200949,0.013279591,0.018544748,-3509.6637,-20.452426,-2616.0597,-17.410688,-1.1371978,-0.2854147,-0.037142996,294.66413,-47.48997,306.60312,-2.6396442
-10,-0.40013306,99.828962,-0.37621867,-7.1258688,-0.026453889,2.9973932,0.014743906,0.020829817,-3513.8133,-58.108821,-2575.087,-42.526823,-1.1094274,-0.2871291,-0.034124845,325.72429,-47.913631,337.07178,-3.2205744
-10,-0.37298502,99.817871,-0.45062239,-7.7530069,-0.031509104,3.2746541,0.016005362,0.022899938,-3523.7419,-103.8335,-2539.766,-71.729848,-1.079359,-0.28988505,-0.031503893,353.34083,-48.228841,364.14977,-3.805502
-10,-0.33627716,99.80763,-0.53120699,-8.3623612,-0.036970487,3.551879,0.017065851,0.024755327,-3540.4798,-157.40239,-2509.7597,-104.59638,-1.0473267,-0.29368585,-0.029280596,377.6477,-48.640383,388.01496,-4.3715037
-10,-0.29064904,99.798085,-0.61778881,-8.9527234,-0.042835433,3.8290686,0.017938973,0.026405039,-3561.2141,-218.46731,-2483.9446,-140.6863,-1.0129721,-0.29831506,-0.027413566,398.58152,-48.95308,408.7974,-4.9176656
-10,-0.23667584,99.789101,-0.7101711,-9.5226535,-0.049102418,4.1062233,0.018649969,0.0278641,-3581.8402,-285.88138,-2461.3119,-179.11305,-0.97611283,-0.30344569,-0.025854421,416.11243,-49.101536,426.66856,-5.4525122
-10,-0.17484808,99.780556,-0.80814294,-10.070737,-0.05577051,4.3833432,0.019230532,0.029151628,-3599.5019,-358.93225,-2441.0193,-219.41632,-0.93649988,-0.30885758,-0.024556636,430.45881,-49.128626,441.84491,-5.9823458
-10,-0.10565357,99.77234,-0.9114778,-10.595225,-0.062839059,4.6604279,0.019711331,0.03028892,-3613.7513,-438.05627,-2422.4267,-261.62811,-0.89379303,-0.31452821,-0.023480524,442.11784,-49.098677,454.58278,-6.517422
-10,-0.029606034,99.764353,-1.0199318,-11.094446,-0.070307628,4.9374772,0.020116012,0.031297786,-3626.1021,-522.99095,-2405.0987,-305.37604,-0.84839414,-0.32048401,-0.022595008,451.71292,-49.061502,465.1674,-7.059864
-10,0.052783901,99.756507,-1.1332476,-11.567556,-0.078176005,5.2144902,0.020459489,0.032199252,-3638.638,-609.87499,-2388.7686,-348.33126,-0.80287956,-0.32652754,-0.021841522,459.78829,-48.311032,473.89577,-7.5935948
-10,0.14099197,99.748733,-1.2511638,-12.01416,-0.086444227,5.4914663,0.020751008,0.033012243,-3652.6614,-701.3754,-2373.2919,-391.97222,-0.755816,-0.33290783,-0.02124374,466.6937,-47.987293,481.05283,-7.9043222
-10,0.23444086,99.740947,-1.3734122,-12.433434,-0.095112641,5.7684042,0.020998325,0.033752683,-3668.126,-796.97532,-2358.583,-436.06507,-0.7075303,-0.33958667,-0.020792603,472.58846,-47.962517,486.88824,-8.3460381
-10,0.33263143,99.733085,-1.4997203,-12.82559,-0.10418185,6.0453029,0.021209518,0.034434029,-3683.9889,-890.56401,-2344.5629,-477.48227,-0.66127909,-0.34608681,-0.02044515,477.51704,-47.894098,491.6158,-8.8072843
-10,0.43511538,99.72509,-1.6298217,-13.191002,-0.11365251,6.3221611,0.021394459,0.03506769,-3699.0367,-987.1904,-2331.1558,-518.65984,-0.61406433,-0.35269736,-0.020179406,481.54482,-47.776574,495.41747,-9.2552923
-10,0.54139319,99.716916,-1.7634473,-13.529099,-0.12352531,6.5989776,0.021563042,0.035662601,-3712.6001,-1085.0651,-2318.2951,-559.12618,-0.56661662,-0.35928183,-0.019977034,484.81127,-47.622111,498.43871,-9.6994501
-10,0.65109441,99.708525,-1.9003288,-13.840965,-0.13380093,6.875751,0.021722209,0.036226983,-3724.7943,-1179.5566,-2305.9108,-595.79719,-0.52191875,-0.36548731,-0.019809154,487.49658,-47.196087,500.81226,-10.091686
-10,0.76381579,99.699889,-2.0402095,-14.127084,-0.14447992,7.1524799,0.021876804,0.036767737,-3736.2032,-1275.9296,-2293.9706,-631.97176,-0.47674677,-0.3717374,-0.01967369,489.79702,-46.617091,502.65628,-10.450176
