delta,Vy_SM,Vx_SM,Yaw,AVz,Yo,Xo,Kappa_L1,Kappa_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,AAz,Ay,Ax,Fx_L1,Fx_L2,Fx_R1,Fx_R2
-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,-0.023172807,99.998179,-0.00041864467,-0.1554848,-3.1413488e-05,0.22222492,-9.7531626e-05,-6.7395604e-05,-1618.8274,0.57389203,-1670.5863,0.57023763,-0.60980051,-0.15162098,-0.029366832,-10.554498,-27.230125,-7.5410783,-17.826875
-5,-0.086485292,99.986172,-0.0041311324,-0.62187243,-0.00031258786,0.4999837,-0.00011556872,0.00013732407,-2529.3786,5.0328923,-2551.7022,4.9323029,-0.96267613,-0.23387192,-0.035509286,-8.4171135,-36.718393,10.201524,-13.844213
-5,-0.15882063,99.97395,-0.013271357,-1.220045,-0.0010003937,0.77770877,0.00072740145,0.0011949456,-2920.9954,13.741794,-2845.6766,13.211419,-1.1035076,-0.26504024,-0.033244804,43.581197,-41.282565,69.748184,-10.510078
-5,-0.22733427,99.962961,-0.028700335,-1.8716354,-0.0021477575,1.0554021,0.0018630268,0.00257156,-3120.795,24.484963,-2917.856,22.463234,-1.1626629,-0.2770231,-0.029058643,100.02914,-44.36915,129.09229,-8.8465391
-5,-0.28717768,99.953593,-0.050777887,-2.5466646,-0.0037681996,1.333068,0.0030699545,0.0040826379,-3247.3214,34.383278,-2907.5448,29.830771,-1.1900853,-0.28194306,-0.024429257,155.69838,-46.835883,185.38317,-8.0726093
-5,-0.33646794,99.945892,-0.079665577,-3.2322186,-0.0058599772,1.610711,0.004201129,0.0055943419,-3337.0911,40.613545,-2862.934,33.407604,-1.2010125,-0.28390776,-0.019927446,207.41292,-48.876977,236.91116,-7.7508603
-5,-0.37445608,99.939761,-0.11542918,-3.9211673,-0.0084153575,1.8883355,0.0051847665,0.007025933,-3405.5938,40.828874,-2807.304,32.191281,-1.2020233,-0.28485086,-0.015826675,253.27662,-50.464366,282.82787,-7.691087
-5,-0.40082373,99.935056,-0.15807406,-4.6079831,-0.011424643,2.1659453,0.0060046555,0.0083315316,-3453.4265,33.475479,-2747.7494,25.800846,-1.1940848,-0.28521389,-0.012187555,292.63983,-51.525761,322.90664,-7.8171387
-5,-0.41553283,99.931614,-0.20755455,-5.2881624,-0.014877677,2.4435436,0.0066740291,0.009493232,-3484.4412,17.962294,-2690.627,14.218102,-1.1790287,-0.28549787,-0.0090285713,325.64985,-52.021074,357.43368,-8.0721291
-5,-0.41872358,99.929268,-0.26378395,-5.9579511,-0.018764821,2.7211329,0.0072160778,0.010509834,-3502.0798,-5.1291643,-2638.1898,-2.3927571,-1.1580474,-0.2859351,-0.0063496017,352.92184,-52.603783,386.86607,-8.4203629
-5,-0.41069349,99.927838,-0.32664156,-6.6142657,-0.023077328,2.9987149,0.0076539941,0.011388491,-3512.181,-36.683758,-2591.5983,-23.74387,-1.1321948,-0.2868815,-0.0041154015,375.43618,-53.553677,411.7207,-8.789476
